time_s,vibration
0,0.024377366
0.0001,0.005305753
0.0002,0.23098058703639918
0.0003,0.3170929365574093
0.0004,0.14078563944354366
0.0005,0.2290367979429403
0.0006,0.3601303089359315
0.0007,0.3225884370673381
0.0008,0.328587652
0.0009,0.232108004
0.001,0.33494225106048875
0.0011,0.290907328
0.0012,0.20395031337176456
0.0013,0.27016495476113894
0.0014,0.21435543756545095
0.0015,0.12359864173408776
0.0016,0.2565924325680243
0.0017,0.20352353853669347
0.0018,0.4192494579279653
0.0019,0.4249720357266599
0.002,0.49995284359369213
0.0021,0.5457639222993657
0.0022,0.7771966742097498
0.0023,0.7343750369520206
0.0024,0.7636611172457011
0.0025,0.8020001217413231
0.0026,0.8850829483355734
0.0027,0.8650921569998854
0.0028,0.8460345859227726
0.0029,0.8127625033030269
0.003,0.9084782558404153
0.0031,0.6630914150709114
0.0032,0.618731979
0.0033,0.5698131607489683
0.0034,0.6748158043127325
0.0035,0.724668632
0.0036,0.6531891634706828
0.0037,0.6412210199555334
0.0038,0.7039896001992247
0.0039,0.894557545
0.004,0.980115367
0.0041,1.0417787556522193
0.0042,1.0162274339233968
0.0043,1.1471898277345938
0.0044,1.1807706954940198
0.0045,1.2126340552768031
0.0046,1.2684776162786053
0.0047,1.2011502438978154
0.0048,1.205726596
0.0049,1.1129498171544217
0.005,1.0802363330817466
0.0051,1.0566532530832886
0.0052,0.8441484663243586
0.0053,0.9007006864061144
0.0054,0.8695100994880726
0.0055,0.8549866569488619
0.0056,0.9020910971736648
0.0057,1.079793180040653
0.0058,0.9423355790567572
0.0059,1.151446317966349
0.006,1.0072571933489864
0.0061,1.1824705830351303
0.0062,1.2830796400023448
0.0063,1.3657226657413952
0.0064,1.408126823507581
0.0065,1.427960226636015
0.0066,1.3297626624984515
0.0067,1.294706479351396
0.0068,1.3580165749286361
0.0069,1.2197428839692503
0.007,1.0721075663525659
0.0071,1.022115454
0.0072,0.9833934540989223
0.0073,1.0519116116554181
0.0074,0.9940764009080897
0.0075,1.0266057342519999
0.0076,0.9449764579973389
0.0077,1.017782960104293
0.0078,1.096469346425159
0.0079,1.0740517055534788
0.008,1.1933233736021118
0.0081,1.1613715206362325
0.0082,1.2363458066528803
0.0083,1.2739862813255507
0.0084,1.2317410786761391
0.0085,1.3702243937693646
0.0086,1.2775986300293356
0.0087,1.2810275007171434
0.0088,1.2671476273392934
0.0089,1.2011934911980113
0.009,1.1490750973441923
0.0091,1.017988307194545
0.0092,0.9277352464001508
0.0093,0.9021302341964679
0.0094,0.7359473667324106
0.0095,0.7359003987033619
0.0096,0.745866088
0.0097,0.7902446395403416
0.0098,0.93590813
0.0099,0.8766286748552112
0.01,0.9697469956768486
0.010100000000000001,1.1546245295021902
0.0102,1.0665858113040527
0.0103,1.186756609652846
0.010400000000000001,1.0696819855390054
0.0105,1.1257302663396367
0.0106,1.0441880433642607
0.010700000000000001,1.0522915737693346
0.0108,1.089854942261865
0.0109,0.8159945356224301
0.011000000000000001,0.9142862840475741
0.0111,0.8237665033805153
0.0112,0.6883546103748135
0.011300000000000001,0.5627330216735266
0.0114,0.6424530672490512
0.0115,0.5711138287637312
0.011600000000000001,0.6283721688423762
0.0117,0.6263376957120541
0.0118,0.7833395682814721
0.0119,0.6781119834772521
0.012,0.6634518785830383
0.012100000000000001,0.8077133397204981
0.0122,0.8529391577184202
0.0123,0.974523283
0.012400000000000001,0.947205202
0.0125,0.9049418438279558
0.0126,0.9698911406430831
0.012700000000000001,0.715566757
0.0128,0.7015243453330082
0.0129,0.6091506449916728
0.013000000000000001,0.5766657919046742
